Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,,-9999
5,167,LVR,Nate Hobbs,CB,22,2023,0,0,1,6,6,30,0,0,0,0,0,0,0,0,0,0,0,123,1,2.0,Illinois,College Stats,HobbNa00
5,168,MIN,Zach Davidson,TE,23,,0,0,0,,,,,,,,,,,,,,,,,,Central Missouri St.,,DaviZa00
5,169,CLE,Richard LeCounte,DB,22,2022,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,2,,,Georgia,College Stats,LeCoRi00
5,170,HOU,Garret Wallow,LB,22,2022,0,0,0,4,4,30,0,0,0,0,0,0,0,0,0,0,0,21,,1.0,TCU,College Stats,WallGa00
5,171,BAL,Daelin Hayes,DL,23,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame,College Stats,HayeDa00
5,172,SFO,Deommodore Lenoir,CB,21,2023,0,0,1,6,6,33,0,0,0,0,0,0,0,0,0,0,0,86,2,1.0,Oregon,College Stats,LenoDe00
5,173,GNB,Tedarrell Slaton,DL,23,2023,0,0,0,3,3,38,0,0,0,0,0,0,0,0,0,0,0,33,,1.0,Florida,College Stats,SlatTe00
5,174,LAR,Earnest Brown IV,DE,22,2023,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,3,,,Northwestern,College Stats,BrowEa00
5,175,NYJ,Jason Pinnock,CB,22,2023,0,0,0,3,1,29,0,0,0,0,0,0,0,0,0,0,0,60,,1.5,Pittsburgh,College Stats,PinnJa01
5,176,TAM,K.J. Britt,LB,22,2023,0,0,0,2,2,32,0,0,0,0,0,0,0,0,0,0,0,13,,,Auburn,College Stats,BritKJ00
5,177,NWE,Cameron McGrone,LB,21,2023,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,1,,,Michigan,College Stats,McGrCa00
5,178,GNB,Shemar Jean-Charles,DB,23,2023,0,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,7,,,Appalachian St.,College Stats,JeanSh00
5,179,DAL,Simi Fehoko,WR,23,2022,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,24,0,,,,Stanford,College Stats,FehoSi00
5,180,SFO,Talanoa Hufanga,S,21,2023,1,1,1,15,15,35,0,0,0,0,0,0,0,0,0,0,0,98,6,2.0,USC,College Stats,HufaTa00
5,181,KAN,Cornell Powell,WR,23,2022,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Clemson,College Stats,PoweCo00
5,182,ATL,Adetokunbo Ogundeji,DL,22,2022,0,0,2,10,10,32,0,0,0,0,0,0,0,0,0,0,0,37,,3.0,Notre Dame,College Stats,OgunAd01
5,183,ATL,Avery Williams,CB,23,2022,0,0,0,2,2,32,0,0,0,0,0,22,109,1,13,61,0,11,,,Boise St.,College Stats,WillAv02
5,184,BAL,Ben Mason,FB,22,,0,0,0,,,,,,,,,,,,,,,,,,Michigan,College Stats,MasoBe00
6,185,LAC,Nick Niemann,LB,23,2023,0,0,0,2,2,37,0,0,0,0,0,0,0,0,0,0,0,24,1,,Iowa,College Stats,NiemNi00
6,186,NYJ,Hamsah Nasirildeen,DB,22,2022,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,5,,,Florida St.,College Stats,NasiHa00
6,187,ATL,Frank Darby,WR,23,2022,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,29,0,,,,Arizona St.,College Stats,DarbFr00
6,188,NWE,Joshuah Bledsoe,S,22,2022,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Missouri,College Stats,BledJo00
6,189,PHI,Marlon Tuipulotu,DL,22,2023,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,12,,2.0,USC,College Stats,TuipMa00
6,190,CIN,Trey Hill,OL,21,2022,0,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,College Stats,HillTr03
6,191,PHI,Tarron Jackson,DE,23,2022,0,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,11,,1.0,Coastal Carolina,College Stats,JackTa02
6,192,DAL,Quinton Bohanna,DT,22,2022,0,0,1,6,6,27,0,0,0,0,0,0,0,0,0,0,0,10,,,Kentucky,College Stats,BohaQu00
6,193,CAR,Deonte Brown,OL,23,2021,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,College Stats,BrowDe06
6,194,SFO,Elijah Mitchell,RB,23,2023,0,0,0,9,9,18,0,0,0,0,0,268,1294,7,25,146,1,,,,Louisiana,College Stats,MitcEl00
6,195,HOU,Roy Lopez,DL,24,2022,0,0,2,13,13,33,0,0,0,0,0,0,0,0,0,0,0,40,,2.0,Arizona,College Stats,LopeRo00
6,196,NYG,Gary Brightwell,RB,22,2023,0,0,0,1,1,33,0,0,0,0,0,37,155,1,10,82,0,3,,,Arizona,College Stats,BrigGa00
6,197,NWE,William Sherman,OL,22,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado,College Stats,SherWi01
6,198,LAC,Larry Rountree,RB,22,2022,0,0,0,1,1,16,0,0,0,0,0,49,106,1,3,13,0,,,,Missouri,College Stats,RounLa00
6,199,MIN,Jaylen Twyman,DL,22,,0,0,0,,,,,,,,,,,,,,,,,,Pittsburgh,College Stats,TwymJa00
6,200,NYJ,Brandin Echols,CB,23,2023,0,0,1,5,5,29,0,0,0,0,0,0,0,0,0,0,0,57,2,,Kentucky,College Stats,EchoBr00
6,201,NYG,Rodarius Williams,CB,24,2022,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,16,1,,Oklahoma St.,College Stats,WillRo07
6,202,CIN,Chris Evans,RB,23,2023,0,0,0,2,2,27,0,0,0,0,0,19,89,0,19,188,3,4,,,Michigan,College Stats,EvanCh02
6,203,BUF,Marquez Stevenson,WR,23,2021,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,Houston,College Stats,StevMa00
6,204,CAR,Shi Smith,WR,22,2022,0,0,0,4,4,23,0,0,0,0,0,1,-3,0,28,400,2,4,,,South Carolina,College Stats,SmitSh03
6,205,TEN,Racey McMath,WR,22,2022,0,0,0,0,0,14,0,0,0,0,0,1,4,0,4,48,0,2,,,LSU,College Stats,McMaRa00
6,206,NOR,Landon Young,T,24,2023,0,0,0,3,3,29,0,0,0,0,0,0,0,0,0,0,0,,,,Kentucky,College Stats,YounLa00
6,207,NYJ,Jonathan Marshall,DL,23,2021,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,,,Arkansas,College Stats,MarsJo00
6,208,SEA,Stone Forsythe,OL,23,2023,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,College Stats,ForsSt00
6,209,JAX,Jalen Camp,WR,23,2022,0,0,0,0,,5,0,0,0,0,0,0,0,0,1,7,0,,,,Georgia Tech,College Stats,CampJa03
6,210,ARI,Victor Dimukeje,DE,21,2023,0,0,0,2,2,31,0,0,0,0,0,0,0,0,0,0,0,18,,2.5,Duke,College Stats,DimuVi00
6,211,CLE,Demetric Felton,RB,23,2022,0,0,0,2,2,24,0,0,0,0,0,8,20,0,20,189,2,3,,,UCLA,College Stats,FeltDe00
6,212,BUF,Damar Hamlin,DB,23,2022,0,0,1,6,6,29,0,0,0,0,0,0,0,0,0,0,0,65,,1.5,Pittsburgh,College Stats,HamlDa00
6,213,BUF,Rachad Wildgoose,CB,21,2022,0,0,0,2,,20,0,0,0,0,0,0,0,0,0,0,0,13,,,Wisconsin,College Stats,WildRa00
6,214,GNB,Cole Van Lanen,OL,23,2023,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin,College Stats,VanxCo00
6,215,TEN,Brady Breeze,S,23,2022,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,,,Oregon,College Stats,BreeBr00
6,216,PIT,Quincy Roche,DL,23,2022,0,0,0,2,,17,0,0,0,0,0,0,0,0,0,0,0,23,,2.5,Miami (FL),College Stats,RochQu00
6,217,CHI,Khalil Herbert,RB,23,2023,0,0,0,8,8,33,0,0,0,0,0,255,1257,6,29,217,1,5,,,Virginia Tech,College Stats,HerbKh00
6,218,IND,Sam Ehlinger,QB,22,2022,0,0,0,2,2,7,64,101,573,3,3,20,96,0,0,0,0,,,,Texas,College Stats,EhliSa00
6,219,DEN,Seth Williams,WR,21,2021,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,34,0,,,,Auburn,College Stats,WillSe00
6,220,GNB,Isaiah McDuffie,LB,22,2023,0,0,0,3,3,34,0,0,0,0,0,0,0,0,0,0,0,40,,,Boston Col.,College Stats,McDuIs00
6,221,CHI,Dazz Newsome,WR,22,2021,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,23,0,1,,,North Carolina,College Stats,NewsDa00
6,222,CAR,Thomas Fletcher,LS,22,,0,0,0,,,,,,,,,,,,,,,,,,Alabama,College Stats,FletTh00
6,223,ARI,Tay Gowan,DB,23,2022,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,1,,,Central Florida,College Stats,GowaTa00
6,224,PHI,JaCoby Stevens,S,23,2021,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,LSU,College Stats,StevJa00
6,225,WAS,Camaron Cheeseman,LS,23,2023,0,0,0,2,2,37,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,College Stats,CheeCa00
6,226,KAN,Trey Smith,OL,22,2023,0,0,2,18,18,36,0,0,0,0,0,0,0,0,0,0,0,1,,,Tennessee,College Stats,SmitTr05
6,227,DAL,Israel Mukuamu,DB,21,2023,0,0,0,2,2,21,0,0,0,0,0,0,0,0,0,0,0,12,1,,South Carolina,College Stats,MukuIs00
6,228,CHI,Thomas Graham,CB,22,2022,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,,,Oregon,College Stats,GrahTh00
7,229,IND,Mike Strachan,WR,24,2022,0,0,0,0,0,19,0,0,0,0,0,0,0,0,5,85,0,,,,Charleston (WV),,StraMi03
7,230,LVR,Jimmy Morrissey,OL,23,2022,0,0,0,1,,13,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh,College Stats,MorrJi00
7,231,MIA,Larnel Coleman,T,23,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Massachusetts,College Stats,ColeLa03
7,232,CAR,Phil Hoskins,DT,24,2022,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,,1.0,Kentucky,College Stats,HoskPh00
7,233,LAR,Jake Funk,RB,23,2023,0,0,0,0,0,19,0,0,0,0,0,4,15,0,1,12,0,1,,,Maryland,College Stats,FunkJa00
7,234,PHI,Patrick Johnson,DE,23,2023,0,0,0,3,3,36,0,0,0,0,0,0,0,0,0,0,0,18,,,Tulane,College Stats,JohnPa02
7,235,CIN,Wyatt Hubert,DE,23,,0,0,0,,,,,,,,,,,,,,,,,,Kansas St.,College Stats,HubeWy00
7,236,BUF,Jack Anderson,OL,22,2022,0,0,0,2,,14,0,0,0,0,0,0,0,0,0,0,0,,,,Texas Tech,College Stats,AndeJa01
7,237,DEN,Kary Vincent Jr.,CB,22,2021,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,2,,,LSU,College Stats,VincKa00
7,238,DAL,Matt Farniok,G,23,2022,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,1,,,Nebraska,College Stats,FarnMa00
7,239,DEN,Jonathon Cooper,DE,23,2023,0,0,1,9,9,33,0,0,0,0,0,0,0,0,0,0,0,53,,6.5,Ohio St.,College Stats,CoopJo02
7,240,WAS,William Bradley-King,OLB,23,2022,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,,0.5,Baylor,College Stats,BradWi00
7,241,LAC,Mark Webb,DB,22,2021,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,,,Georgia,College Stats,WebbMa01
7,242,NWE,Tre Nixon,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Central Florida,College Stats,NixoTr01
7,243,ARI,James Wiggins,S,24,2021,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Cincinnati,College Stats,WiggJa00
7,244,MIA,Gerrid Doaks,RB,23,,0,0,0,,,,,,,,,,,,,,,,,,Cincinnati,College Stats,DoakGe00
7,245,PIT,Tre Norwood,DB,22,2022,0,0,0,3,3,32,0,0,0,0,0,0,0,0,0,0,0,49,1,,Oklahoma,College Stats,NorwTr00
7,246,WAS,Shaka Toney,DE,23,2022,0,0,0,2,2,26,0,0,0,0,0,0,0,0,0,0,0,6,,1.5,Penn St.,College Stats,ToneSh00
7,247,ARI,Michal Menet,OL,24,,0,0,0,,,,,,,,,,,,,,,,,,Penn St.,College Stats,MeneMi00
7,248,IND,Will Fries,OL,23,2023,0,0,1,3,3,22,0,0,0,0,0,0,0,0,0,0,0,1,,,Penn St.,College Stats,FrieWi00
7,249,LAR,Ben Skowronek,WR,24,2023,0,0,1,5,5,31,0,0,0,0,0,2,28,1,52,522,0,8,,,Notre Dame,College Stats,SkowBe00
7,250,CHI,Khyiris Tonga,DL,25,2023,0,0,0,3,2,28,0,0,0,0,0,0,0,0,0,0,0,22,,0.5,BYU,College Stats,TongKh00
7,251,TAM,Chris Wilcox,DB,23,,0,0,0,,,,,,,,,,,,,,,,,,BYU,College Stats,WilcCh00
7,252,LAR,Chris Garrett,DE,23,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Concordia-St.Paul (MN),,GarrCh00
7,253,DEN,Marquiss Spencer,DE,24,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi St.,College Stats,SpenMa00
7,254,PIT,Pressley Harvin III,P,22,2023,0,0,1,3,3,35,0,0,0,0,0,0,0,0,0,0,0,1,,,Georgia Tech,College Stats,HarvPr00
7,255,NOR,Kawaan Baker,WR,23,2021,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,South Alabama,College Stats,BakeKa00
7,256,GNB,Kylin Hill,RB,23,2022,0,0,0,0,0,10,0,0,0,0,0,11,31,0,1,5,0,1,,,Mississippi St.,College Stats,HillKy00
7,257,DET,Jermar Jefferson,RB,21,2021,0,0,0,1,1,7,0,0,0,0,0,15,74,2,4,23,0,,,,Oregon St.,College Stats,JeffJe00
7,258,WAS,Dax Milne,WR,22,2022,0,0,0,1,1,28,0,0,0,0,0,1,1,0,15,120,1,,,,BYU,College Stats,MilnDa00
7,259,TAM,Grant Stuard,LB,22,2023,0,0,0,2,1,35,0,0,0,0,0,0,0,0,0,0,0,19,,,Houston,College Stats,StuaGr00
